,Unnamed: 0,doc_id,doc_index,p_sentence_processed,p_index,entity,entity_id,entity_index,categ,tipo,subtipo,tipo_final,tiporel,corel
0,0,H2-dftre765,0,"A revolta histórica produz normalmente uma nova forma de pensamento quanto à forma de organização da sociedade. Assim foi com a Reforma Protestante . No seguimento do colapso de instituições monásticas e do escolasticismo nos finais da Idade Média na Europa , acentuado pela "" Cativeiro Babilónica da igreja "" no papado de Avignon , o Grande Cisma e o fracasso da conciliação, assistimos no século XVI ao fermentar de um enorme debate sobre a reforma da religião e dos posteriores valores religiosos fundamentais. Este debate passou completamente ao lado de Portugal , demasiado distante do foco onde surgiram estes pensamentos. A imprensa, inventada na Alemanha por John Gutenberg , foi importante na divulgação destas ideias. As 95 Teses de Martinho Lutero | 95 Teses de Martinho Lutero foram imediatamente impressas e divulgadas por todas as regiões de língua alemã, o que contribuiu para a crescente popularidade de Martinho Lutero . Não menos relevante foi a influência da pressão social exercida pela Contra-Reforma , na qual os Jesuítas tiveram um papel de liderança. A Inquisição e a censura exercida pela Igreja Católica foram igualmente determinantes para evitar que as ideias reformadoras encontrassem divulgação em Portugal , Espanha ou Itália , países católicos. Historiadores assumem geralmente que a incapacidade de reformar (grande número de interesses legítimos, falta de coordenação na coligação dos reformadores) poderia levar a uma grande revolta ou revolução, uma vez que o sistema deverá ser gradualmente ajustado ou então desintegrar-se. O fracasso da conciliação levou à Reforma Protestante do ocidente europeu. Estes movimentos reformistas frustrados variam desde o nominalismo, a moderna devoção, ao humanismo, e ocorrem em conjunção com o crescente desagrado perante a riqueza e o poder da elite clerical, sensibilizando a população para a corrupção moral e financeira da Igreja .",1,Reforma Protestante,H2-dftre765-1,0,ABSTRACCAO|ACONTECIMENTO,IDEIA|EFEMERIDE,,acontecimento,,
1,1,H2-dftre765,0,"A revolta histórica produz normalmente uma nova forma de pensamento quanto à forma de organização da sociedade. Assim foi com a Reforma Protestante . No seguimento do colapso de instituições monásticas e do escolasticismo nos finais da Idade Média na Europa , acentuado pela "" Cativeiro Babilónica da igreja "" no papado de Avignon , o Grande Cisma e o fracasso da conciliação, assistimos no século XVI ao fermentar de um enorme debate sobre a reforma da religião e dos posteriores valores religiosos fundamentais. Este debate passou completamente ao lado de Portugal , demasiado distante do foco onde surgiram estes pensamentos. A imprensa, inventada na Alemanha por John Gutenberg , foi importante na divulgação destas ideias. As 95 Teses de Martinho Lutero | 95 Teses de Martinho Lutero foram imediatamente impressas e divulgadas por todas as regiões de língua alemã, o que contribuiu para a crescente popularidade de Martinho Lutero . Não menos relevante foi a influência da pressão social exercida pela Contra-Reforma , na qual os Jesuítas tiveram um papel de liderança. A Inquisição e a censura exercida pela Igreja Católica foram igualmente determinantes para evitar que as ideias reformadoras encontrassem divulgação em Portugal , Espanha ou Itália , países católicos. Historiadores assumem geralmente que a incapacidade de reformar (grande número de interesses legítimos, falta de coordenação na coligação dos reformadores) poderia levar a uma grande revolta ou revolução, uma vez que o sistema deverá ser gradualmente ajustado ou então desintegrar-se. O fracasso da conciliação levou à Reforma Protestante do ocidente europeu. Estes movimentos reformistas frustrados variam desde o nominalismo, a moderna devoção, ao humanismo, e ocorrem em conjunção com o crescente desagrado perante a riqueza e o poder da elite clerical, sensibilizando a população para a corrupção moral e financeira da Igreja .",1,Idade Média,H2-dftre765-102,1,OUTRO,,,outro,,
2,2,H2-dftre765,0,"A revolta histórica produz normalmente uma nova forma de pensamento quanto à forma de organização da sociedade. Assim foi com a Reforma Protestante . No seguimento do colapso de instituições monásticas e do escolasticismo nos finais da Idade Média na Europa , acentuado pela "" Cativeiro Babilónica da igreja "" no papado de Avignon , o Grande Cisma e o fracasso da conciliação, assistimos no século XVI ao fermentar de um enorme debate sobre a reforma da religião e dos posteriores valores religiosos fundamentais. Este debate passou completamente ao lado de Portugal , demasiado distante do foco onde surgiram estes pensamentos. A imprensa, inventada na Alemanha por John Gutenberg , foi importante na divulgação destas ideias. As 95 Teses de Martinho Lutero | 95 Teses de Martinho Lutero foram imediatamente impressas e divulgadas por todas as regiões de língua alemã, o que contribuiu para a crescente popularidade de Martinho Lutero . Não menos relevante foi a influência da pressão social exercida pela Contra-Reforma , na qual os Jesuítas tiveram um papel de liderança. A Inquisição e a censura exercida pela Igreja Católica foram igualmente determinantes para evitar que as ideias reformadoras encontrassem divulgação em Portugal , Espanha ou Itália , países católicos. Historiadores assumem geralmente que a incapacidade de reformar (grande número de interesses legítimos, falta de coordenação na coligação dos reformadores) poderia levar a uma grande revolta ou revolução, uma vez que o sistema deverá ser gradualmente ajustado ou então desintegrar-se. O fracasso da conciliação levou à Reforma Protestante do ocidente europeu. Estes movimentos reformistas frustrados variam desde o nominalismo, a moderna devoção, ao humanismo, e ocorrem em conjunção com o crescente desagrado perante a riqueza e o poder da elite clerical, sensibilizando a população para a corrupção moral e financeira da Igreja .",1,Europa,H2-dftre765-37,2,LOCAL,HUMANO,DIVISAO,local,,
3,3,H2-dftre765,0,"A revolta histórica produz normalmente uma nova forma de pensamento quanto à forma de organização da sociedade. Assim foi com a Reforma Protestante . No seguimento do colapso de instituições monásticas e do escolasticismo nos finais da Idade Média na Europa , acentuado pela "" Cativeiro Babilónica da igreja "" no papado de Avignon , o Grande Cisma e o fracasso da conciliação, assistimos no século XVI ao fermentar de um enorme debate sobre a reforma da religião e dos posteriores valores religiosos fundamentais. Este debate passou completamente ao lado de Portugal , demasiado distante do foco onde surgiram estes pensamentos. A imprensa, inventada na Alemanha por John Gutenberg , foi importante na divulgação destas ideias. As 95 Teses de Martinho Lutero | 95 Teses de Martinho Lutero foram imediatamente impressas e divulgadas por todas as regiões de língua alemã, o que contribuiu para a crescente popularidade de Martinho Lutero . Não menos relevante foi a influência da pressão social exercida pela Contra-Reforma , na qual os Jesuítas tiveram um papel de liderança. A Inquisição e a censura exercida pela Igreja Católica foram igualmente determinantes para evitar que as ideias reformadoras encontrassem divulgação em Portugal , Espanha ou Itália , países católicos. Historiadores assumem geralmente que a incapacidade de reformar (grande número de interesses legítimos, falta de coordenação na coligação dos reformadores) poderia levar a uma grande revolta ou revolução, uma vez que o sistema deverá ser gradualmente ajustado ou então desintegrar-se. O fracasso da conciliação levou à Reforma Protestante do ocidente europeu. Estes movimentos reformistas frustrados variam desde o nominalismo, a moderna devoção, ao humanismo, e ocorrem em conjunção com o crescente desagrado perante a riqueza e o poder da elite clerical, sensibilizando a população para a corrupção moral e financeira da Igreja .",1,Cativeiro Babilónica da igreja,H2-dftre765-17,3,ACONTECIMENTO,EFEMERIDE,,acontecimento,,
4,4,H2-dftre765,0,"A revolta histórica produz normalmente uma nova forma de pensamento quanto à forma de organização da sociedade. Assim foi com a Reforma Protestante . No seguimento do colapso de instituições monásticas e do escolasticismo nos finais da Idade Média na Europa , acentuado pela "" Cativeiro Babilónica da igreja "" no papado de Avignon , o Grande Cisma e o fracasso da conciliação, assistimos no século XVI ao fermentar de um enorme debate sobre a reforma da religião e dos posteriores valores religiosos fundamentais. Este debate passou completamente ao lado de Portugal , demasiado distante do foco onde surgiram estes pensamentos. A imprensa, inventada na Alemanha por John Gutenberg , foi importante na divulgação destas ideias. As 95 Teses de Martinho Lutero | 95 Teses de Martinho Lutero foram imediatamente impressas e divulgadas por todas as regiões de língua alemã, o que contribuiu para a crescente popularidade de Martinho Lutero . Não menos relevante foi a influência da pressão social exercida pela Contra-Reforma , na qual os Jesuítas tiveram um papel de liderança. A Inquisição e a censura exercida pela Igreja Católica foram igualmente determinantes para evitar que as ideias reformadoras encontrassem divulgação em Portugal , Espanha ou Itália , países católicos. Historiadores assumem geralmente que a incapacidade de reformar (grande número de interesses legítimos, falta de coordenação na coligação dos reformadores) poderia levar a uma grande revolta ou revolução, uma vez que o sistema deverá ser gradualmente ajustado ou então desintegrar-se. O fracasso da conciliação levou à Reforma Protestante do ocidente europeu. Estes movimentos reformistas frustrados variam desde o nominalismo, a moderna devoção, ao humanismo, e ocorrem em conjunção com o crescente desagrado perante a riqueza e o poder da elite clerical, sensibilizando a população para a corrupção moral e financeira da Igreja .",1,Avignon,H2-dftre765-11,4,ACONTECIMENTO,EVENTO,,acontecimento,,
5,5,H2-dftre765,0,"A revolta histórica produz normalmente uma nova forma de pensamento quanto à forma de organização da sociedade. Assim foi com a Reforma Protestante . No seguimento do colapso de instituições monásticas e do escolasticismo nos finais da Idade Média na Europa , acentuado pela "" Cativeiro Babilónica da igreja "" no papado de Avignon , o Grande Cisma e o fracasso da conciliação, assistimos no século XVI ao fermentar de um enorme debate sobre a reforma da religião e dos posteriores valores religiosos fundamentais. Este debate passou completamente ao lado de Portugal , demasiado distante do foco onde surgiram estes pensamentos. A imprensa, inventada na Alemanha por John Gutenberg , foi importante na divulgação destas ideias. As 95 Teses de Martinho Lutero | 95 Teses de Martinho Lutero foram imediatamente impressas e divulgadas por todas as regiões de língua alemã, o que contribuiu para a crescente popularidade de Martinho Lutero . Não menos relevante foi a influência da pressão social exercida pela Contra-Reforma , na qual os Jesuítas tiveram um papel de liderança. A Inquisição e a censura exercida pela Igreja Católica foram igualmente determinantes para evitar que as ideias reformadoras encontrassem divulgação em Portugal , Espanha ou Itália , países católicos. Historiadores assumem geralmente que a incapacidade de reformar (grande número de interesses legítimos, falta de coordenação na coligação dos reformadores) poderia levar a uma grande revolta ou revolução, uma vez que o sistema deverá ser gradualmente ajustado ou então desintegrar-se. O fracasso da conciliação levou à Reforma Protestante do ocidente europeu. Estes movimentos reformistas frustrados variam desde o nominalismo, a moderna devoção, ao humanismo, e ocorrem em conjunção com o crescente desagrado perante a riqueza e o poder da elite clerical, sensibilizando a população para a corrupção moral e financeira da Igreja .",1,Grande Cisma,H2-dftre765-6,5,ACONTECIMENTO|ABSTRACCAO,EFEMERIDE|IDEIA,,acontecimento,outrarel,H2-dftre765-102
6,6,H2-dftre765,0,"A revolta histórica produz normalmente uma nova forma de pensamento quanto à forma de organização da sociedade. Assim foi com a Reforma Protestante . No seguimento do colapso de instituições monásticas e do escolasticismo nos finais da Idade Média na Europa , acentuado pela "" Cativeiro Babilónica da igreja "" no papado de Avignon , o Grande Cisma e o fracasso da conciliação, assistimos no século XVI ao fermentar de um enorme debate sobre a reforma da religião e dos posteriores valores religiosos fundamentais. Este debate passou completamente ao lado de Portugal , demasiado distante do foco onde surgiram estes pensamentos. A imprensa, inventada na Alemanha por John Gutenberg , foi importante na divulgação destas ideias. As 95 Teses de Martinho Lutero | 95 Teses de Martinho Lutero foram imediatamente impressas e divulgadas por todas as regiões de língua alemã, o que contribuiu para a crescente popularidade de Martinho Lutero . Não menos relevante foi a influência da pressão social exercida pela Contra-Reforma , na qual os Jesuítas tiveram um papel de liderança. A Inquisição e a censura exercida pela Igreja Católica foram igualmente determinantes para evitar que as ideias reformadoras encontrassem divulgação em Portugal , Espanha ou Itália , países católicos. Historiadores assumem geralmente que a incapacidade de reformar (grande número de interesses legítimos, falta de coordenação na coligação dos reformadores) poderia levar a uma grande revolta ou revolução, uma vez que o sistema deverá ser gradualmente ajustado ou então desintegrar-se. O fracasso da conciliação levou à Reforma Protestante do ocidente europeu. Estes movimentos reformistas frustrados variam desde o nominalismo, a moderna devoção, ao humanismo, e ocorrem em conjunção com o crescente desagrado perante a riqueza e o poder da elite clerical, sensibilizando a população para a corrupção moral e financeira da Igreja .",1,no século XVI,H2-dftre765-72,6,TEMPO,TEMPO_CALEND,DATA,tempo,,
7,7,H2-dftre765,0,"A revolta histórica produz normalmente uma nova forma de pensamento quanto à forma de organização da sociedade. Assim foi com a Reforma Protestante . No seguimento do colapso de instituições monásticas e do escolasticismo nos finais da Idade Média na Europa , acentuado pela "" Cativeiro Babilónica da igreja "" no papado de Avignon , o Grande Cisma e o fracasso da conciliação, assistimos no século XVI ao fermentar de um enorme debate sobre a reforma da religião e dos posteriores valores religiosos fundamentais. Este debate passou completamente ao lado de Portugal , demasiado distante do foco onde surgiram estes pensamentos. A imprensa, inventada na Alemanha por John Gutenberg , foi importante na divulgação destas ideias. As 95 Teses de Martinho Lutero | 95 Teses de Martinho Lutero foram imediatamente impressas e divulgadas por todas as regiões de língua alemã, o que contribuiu para a crescente popularidade de Martinho Lutero . Não menos relevante foi a influência da pressão social exercida pela Contra-Reforma , na qual os Jesuítas tiveram um papel de liderança. A Inquisição e a censura exercida pela Igreja Católica foram igualmente determinantes para evitar que as ideias reformadoras encontrassem divulgação em Portugal , Espanha ou Itália , países católicos. Historiadores assumem geralmente que a incapacidade de reformar (grande número de interesses legítimos, falta de coordenação na coligação dos reformadores) poderia levar a uma grande revolta ou revolução, uma vez que o sistema deverá ser gradualmente ajustado ou então desintegrar-se. O fracasso da conciliação levou à Reforma Protestante do ocidente europeu. Estes movimentos reformistas frustrados variam desde o nominalismo, a moderna devoção, ao humanismo, e ocorrem em conjunção com o crescente desagrado perante a riqueza e o poder da elite clerical, sensibilizando a população para a corrupção moral e financeira da Igreja .",1,Portugal,H2-dftre765-8,7,PESSOA,POVO,,organizacao,,
8,8,H2-dftre765,0,"A revolta histórica produz normalmente uma nova forma de pensamento quanto à forma de organização da sociedade. Assim foi com a Reforma Protestante . No seguimento do colapso de instituições monásticas e do escolasticismo nos finais da Idade Média na Europa , acentuado pela "" Cativeiro Babilónica da igreja "" no papado de Avignon , o Grande Cisma e o fracasso da conciliação, assistimos no século XVI ao fermentar de um enorme debate sobre a reforma da religião e dos posteriores valores religiosos fundamentais. Este debate passou completamente ao lado de Portugal , demasiado distante do foco onde surgiram estes pensamentos. A imprensa, inventada na Alemanha por John Gutenberg , foi importante na divulgação destas ideias. As 95 Teses de Martinho Lutero | 95 Teses de Martinho Lutero foram imediatamente impressas e divulgadas por todas as regiões de língua alemã, o que contribuiu para a crescente popularidade de Martinho Lutero . Não menos relevante foi a influência da pressão social exercida pela Contra-Reforma , na qual os Jesuítas tiveram um papel de liderança. A Inquisição e a censura exercida pela Igreja Católica foram igualmente determinantes para evitar que as ideias reformadoras encontrassem divulgação em Portugal , Espanha ou Itália , países católicos. Historiadores assumem geralmente que a incapacidade de reformar (grande número de interesses legítimos, falta de coordenação na coligação dos reformadores) poderia levar a uma grande revolta ou revolução, uma vez que o sistema deverá ser gradualmente ajustado ou então desintegrar-se. O fracasso da conciliação levou à Reforma Protestante do ocidente europeu. Estes movimentos reformistas frustrados variam desde o nominalismo, a moderna devoção, ao humanismo, e ocorrem em conjunção com o crescente desagrado perante a riqueza e o poder da elite clerical, sensibilizando a população para a corrupção moral e financeira da Igreja .",1,Alemanha,H2-dftre765-9,8,LOCAL,HUMANO,PAIS,local,incluido,H2-dftre765-37
9,9,H2-dftre765,0,"A revolta histórica produz normalmente uma nova forma de pensamento quanto à forma de organização da sociedade. Assim foi com a Reforma Protestante . No seguimento do colapso de instituições monásticas e do escolasticismo nos finais da Idade Média na Europa , acentuado pela "" Cativeiro Babilónica da igreja "" no papado de Avignon , o Grande Cisma e o fracasso da conciliação, assistimos no século XVI ao fermentar de um enorme debate sobre a reforma da religião e dos posteriores valores religiosos fundamentais. Este debate passou completamente ao lado de Portugal , demasiado distante do foco onde surgiram estes pensamentos. A imprensa, inventada na Alemanha por John Gutenberg , foi importante na divulgação destas ideias. As 95 Teses de Martinho Lutero | 95 Teses de Martinho Lutero foram imediatamente impressas e divulgadas por todas as regiões de língua alemã, o que contribuiu para a crescente popularidade de Martinho Lutero . Não menos relevante foi a influência da pressão social exercida pela Contra-Reforma , na qual os Jesuítas tiveram um papel de liderança. A Inquisição e a censura exercida pela Igreja Católica foram igualmente determinantes para evitar que as ideias reformadoras encontrassem divulgação em Portugal , Espanha ou Itália , países católicos. Historiadores assumem geralmente que a incapacidade de reformar (grande número de interesses legítimos, falta de coordenação na coligação dos reformadores) poderia levar a uma grande revolta ou revolução, uma vez que o sistema deverá ser gradualmente ajustado ou então desintegrar-se. O fracasso da conciliação levou à Reforma Protestante do ocidente europeu. Estes movimentos reformistas frustrados variam desde o nominalismo, a moderna devoção, ao humanismo, e ocorrem em conjunção com o crescente desagrado perante a riqueza e o poder da elite clerical, sensibilizando a população para a corrupção moral e financeira da Igreja .",1,John Gutenberg,H2-dftre765-10,9,PESSOA,INDIVIDUAL,,individuo,natural_de,H2-dftre765-9
